system,project_id,tp,fp,fn,high_tp,high_fn,current_tables,clean_tables,true_negative_tables,issue_bearing_tables,issue_tables_predicted_clean,autoapproved_tables,unsafe_autoapproved_tables,pages_total,pages_read,rows_total,rows_extracted,numeric_cells_evaluated,numeric_cells_exact,cells_recovered_by_self_check,input_tokens_simulated,output_tokens_simulated,latency_seconds_simulated_serial
rules_only,SYN-P018,1,0,3,0,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P019,1,0,4,0,4,10,5,5,5,4,9,4,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P020,0,0,2,0,2,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P021,0,0,2,0,0,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P022,2,0,3,1,2,10,5,5,5,3,8,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P023,1,0,3,1,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P024,0,0,3,0,2,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P025,1,0,2,0,2,10,7,7,3,2,9,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P026,1,0,3,0,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P027,0,0,3,0,3,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P028,0,0,3,0,1,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P029,2,0,3,1,2,10,5,5,5,3,8,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P030,1,0,3,1,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P031,0,0,2,0,1,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P032,0,0,2,0,2,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P033,1,0,4,0,4,10,5,5,5,4,9,4,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P034,0,0,4,0,4,10,6,6,4,4,10,4,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P035,0,0,3,0,1,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P036,2,0,2,1,1,10,6,6,4,2,8,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P037,1,0,2,1,2,10,7,7,3,2,9,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P038,0,0,2,0,1,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P039,0,0,3,0,2,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P040,1,0,4,0,4,10,5,5,5,4,9,4,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P041,0,0,4,0,4,10,6,6,4,4,10,4,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P042,0,0,2,0,1,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P043,1,0,2,0,1,10,7,7,3,2,9,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P044,1,0,3,1,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P045,0,0,3,0,2,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P046,0,0,3,0,2,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P047,1,0,3,0,3,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P048,0,0,3,0,3,10,7,7,3,3,10,3,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P049,0,0,2,0,1,10,8,8,2,2,10,2,20,20,0,0,0,0,0,0,0,0.0
rules_only,SYN-P050,1,0,3,0,1,10,6,6,4,3,9,3,20,20,0,0,0,0,0,0,0,0.0
llm_only_simulated,SYN-P001,4,0,1,4,0,10,5,5,5,1,6,1,20,20,50,45,180,176,0,3643,238,9.179857
llm_only_simulated,SYN-P002,2,0,1,2,0,10,7,7,3,1,8,1,20,19,50,48,192,187,0,3641,154,9.187829
llm_only_simulated,SYN-P003,0,0,2,0,1,10,8,8,2,2,10,2,20,20,50,49,196,195,0,3640,70,8.895527
llm_only_simulated,SYN-P004,2,2,1,2,0,10,7,5,3,1,6,1,20,20,50,44,176,170,0,3642,238,8.953774
llm_only_simulated,SYN-P005,2,1,2,2,2,10,6,6,4,2,8,2,20,20,50,50,200,197,0,3642,196,9.024443
llm_only_simulated,SYN-P006,3,0,0,2,0,10,7,7,3,0,7,0,20,20,50,42,168,162,0,3643,196,9.103288
llm_only_simulated,SYN-P007,4,0,0,1,0,10,6,6,4,0,6,0,20,20,50,48,192,185,0,3642,238,9.266094
llm_only_simulated,SYN-P008,3,0,2,3,1,10,5,5,5,2,7,2,20,20,50,47,188,179,0,3642,196,8.886067
llm_only_simulated,SYN-P009,1,0,1,1,1,10,8,8,2,1,9,1,20,19,50,48,192,184,0,3642,112,8.920473
llm_only_simulated,SYN-P010,1,1,1,1,0,10,8,8,2,1,9,1,20,20,50,48,192,184,0,3641,154,9.622126
llm_only_simulated,SYN-P011,4,1,0,3,0,10,6,5,4,0,5,0,20,20,50,50,200,190,0,3642,280,9.161875
llm_only_simulated,SYN-P012,4,2,1,3,1,10,5,4,5,0,4,0,20,20,50,49,196,193,0,3641,322,9.283757
llm_only_simulated,SYN-P013,1,1,2,0,2,10,7,7,3,2,9,2,20,18,50,49,196,193,0,3642,154,9.256034
llm_only_simulated,SYN-P014,2,2,1,0,0,10,7,6,3,1,7,1,20,20,50,48,192,190,0,3642,238,9.740958
llm_only_simulated,SYN-P015,4,1,0,3,0,10,6,5,4,0,5,0,20,20,50,48,192,187,0,3642,280,9.122703
llm_only_simulated,SYN-P016,2,3,1,2,1,10,7,5,3,1,6,1,20,20,50,49,196,190,0,3643,280,9.118614
llm_only_simulated,SYN-P017,2,1,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,185,0,3642,196,9.554967
llm_only_simulated,SYN-P018,3,0,1,2,1,10,6,6,4,1,7,1,20,20,50,48,192,186,0,3643,196,8.936268
llm_only_simulated,SYN-P019,4,2,1,3,1,10,5,5,5,1,6,1,20,20,50,47,188,183,0,3641,322,9.613512
llm_only_simulated,SYN-P020,1,1,1,1,1,10,8,7,2,1,8,1,20,19,50,48,192,187,0,3642,154,9.581056
llm_only_simulated,SYN-P021,2,3,0,0,0,10,8,5,2,0,5,0,20,20,50,47,188,186,0,3642,280,9.575245
llm_only_simulated,SYN-P022,2,1,3,1,2,10,5,5,5,2,7,2,20,20,50,48,192,189,0,3643,196,9.041312
llm_only_simulated,SYN-P023,3,0,1,3,1,10,6,6,4,1,7,1,20,20,50,47,188,185,0,3642,196,9.065802
llm_only_simulated,SYN-P024,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,47,188,181,0,3641,154,9.030796
llm_only_simulated,SYN-P025,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,186,0,3642,154,9.392367
llm_only_simulated,SYN-P026,4,0,0,3,0,10,6,6,4,0,6,0,20,20,50,49,196,191,0,3641,238,8.955774
llm_only_simulated,SYN-P027,2,3,1,2,1,10,7,5,3,1,6,1,20,20,50,47,188,179,0,3641,280,8.8629
llm_only_simulated,SYN-P028,3,0,0,1,0,10,7,7,3,0,7,0,20,20,50,48,192,184,0,3643,196,9.032411
llm_only_simulated,SYN-P029,3,1,2,2,1,10,5,5,5,2,7,2,20,20,50,50,200,194,0,3642,238,8.915059
llm_only_simulated,SYN-P030,4,2,0,4,0,10,6,5,4,0,5,0,20,20,50,48,192,183,0,3643,322,8.852011
llm_only_simulated,SYN-P031,2,1,0,1,0,10,8,7,2,0,7,0,20,19,50,49,196,191,0,3642,196,9.063885
llm_only_simulated,SYN-P032,2,1,0,2,0,10,8,8,2,0,8,0,20,20,50,50,200,191,0,3641,196,9.209648
llm_only_simulated,SYN-P033,4,0,1,4,0,10,5,5,5,1,6,1,20,20,50,49,196,189,0,3641,238,9.119474
llm_only_simulated,SYN-P034,1,2,3,1,3,10,6,5,4,3,8,3,20,19,50,49,196,192,0,3642,196,9.344
llm_only_simulated,SYN-P035,1,0,2,0,1,10,7,7,3,2,9,2,20,18,50,47,188,181,0,3641,112,9.133659
llm_only_simulated,SYN-P036,4,1,0,2,0,10,6,5,4,0,5,0,20,19,50,48,192,182,0,3640,280,8.748815
llm_only_simulated,SYN-P037,2,0,1,2,1,10,7,7,3,1,8,1,20,19,50,47,188,182,0,3645,154,9.017271
llm_only_simulated,SYN-P038,2,0,0,1,0,10,8,8,2,0,8,0,20,20,50,47,188,184,0,3642,154,9.189788
llm_only_simulated,SYN-P039,2,1,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,187,0,3642,196,8.877922
llm_only_simulated,SYN-P040,5,1,0,4,0,10,5,5,5,0,5,0,20,20,50,47,188,180,0,3642,322,9.317962
llm_only_simulated,SYN-P041,4,0,0,4,0,10,6,6,4,0,6,0,20,19,50,49,196,191,0,3643,238,9.284657
llm_only_simulated,SYN-P042,2,1,0,1,0,10,8,8,2,0,8,0,20,19,50,50,200,193,0,3643,196,8.995129
llm_only_simulated,SYN-P043,3,0,0,1,0,10,7,7,3,0,7,0,20,20,50,47,188,178,0,3641,196,9.506708
llm_only_simulated,SYN-P044,2,0,2,2,2,10,6,6,4,2,8,2,20,20,50,49,196,190,0,3644,154,8.745286
llm_only_simulated,SYN-P045,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,184,0,3641,154,8.881241
llm_only_simulated,SYN-P046,1,0,2,1,1,10,7,7,3,2,9,2,20,19,50,47,188,185,0,3640,112,9.13098
llm_only_simulated,SYN-P047,4,4,0,3,0,10,6,4,4,0,4,0,20,20,50,50,200,197,0,3642,406,9.079479
llm_only_simulated,SYN-P048,2,1,1,2,1,10,7,6,3,1,7,1,20,20,50,48,192,190,0,3642,196,9.052813
llm_only_simulated,SYN-P049,1,0,1,0,1,10,8,8,2,1,9,1,20,20,50,50,200,197,0,3643,112,9.428433
llm_only_simulated,SYN-P050,4,0,0,1,0,10,6,6,4,0,6,0,20,20,50,48,192,188,0,3640,238,9.6338
hybrid_simulated,SYN-P001,5,0,0,4,0,10,5,5,5,0,5,0,20,20,50,45,180,176,0,3643,280,9.179857
hybrid_simulated,SYN-P002,2,0,1,2,0,10,7,7,3,1,8,1,20,19,50,48,192,190,3,3641,154,9.187829
hybrid_simulated,SYN-P003,0,0,2,0,1,10,8,8,2,2,10,2,20,20,50,49,196,195,0,3640,70,8.895527
hybrid_simulated,SYN-P004,3,1,0,2,0,10,7,6,3,0,6,0,20,20,50,44,176,172,2,3642,238,8.953774
hybrid_simulated,SYN-P005,2,0,2,2,2,10,6,6,4,2,8,2,20,20,50,50,200,198,1,3642,154,9.024443
hybrid_simulated,SYN-P006,3,0,0,2,0,10,7,7,3,0,7,0,20,20,50,42,168,168,6,3643,196,9.103288
hybrid_simulated,SYN-P007,4,0,0,1,0,10,6,6,4,0,6,0,20,20,50,48,192,190,5,3642,238,9.266094
hybrid_simulated,SYN-P008,5,0,0,4,0,10,5,5,5,0,5,0,20,20,50,47,188,184,5,3642,280,8.886067
hybrid_simulated,SYN-P009,1,0,1,1,1,10,8,8,2,1,8,0,20,19,50,48,192,187,3,3642,112,8.920473
hybrid_simulated,SYN-P010,1,1,1,1,0,10,8,8,2,1,9,1,20,20,50,48,192,188,4,3641,154,9.622126
hybrid_simulated,SYN-P011,4,0,0,3,0,10,6,6,4,0,6,0,20,20,50,50,200,193,3,3642,238,9.161875
hybrid_simulated,SYN-P012,4,1,1,3,1,10,5,5,5,0,5,0,20,20,50,49,196,194,1,3641,280,9.283757
hybrid_simulated,SYN-P013,1,0,2,0,2,10,7,7,3,2,8,1,20,18,50,49,196,193,0,3642,112,9.256034
hybrid_simulated,SYN-P014,2,1,1,0,0,10,7,6,3,1,7,1,20,20,50,48,192,190,0,3642,196,9.740958
hybrid_simulated,SYN-P015,4,0,0,3,0,10,6,6,4,0,6,0,20,20,50,48,192,188,1,3642,238,9.122703
hybrid_simulated,SYN-P016,2,1,1,2,1,10,7,6,3,1,7,1,20,20,50,49,196,192,2,3643,196,9.118614
hybrid_simulated,SYN-P017,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,189,4,3642,154,9.554967
hybrid_simulated,SYN-P018,3,0,1,2,1,10,6,6,4,1,7,1,20,20,50,48,192,188,2,3643,196,8.936268
hybrid_simulated,SYN-P019,4,0,1,3,1,10,5,5,5,1,6,1,20,20,50,47,188,184,1,3641,238,9.613512
hybrid_simulated,SYN-P020,1,0,1,1,1,10,8,8,2,1,9,1,20,19,50,48,192,188,1,3642,112,9.581056
hybrid_simulated,SYN-P021,2,1,0,0,0,10,8,7,2,0,7,0,20,20,50,47,188,187,1,3642,196,9.575245
hybrid_simulated,SYN-P022,3,0,2,1,2,10,5,5,5,2,7,2,20,20,50,48,192,191,2,3643,196,9.041312
hybrid_simulated,SYN-P023,3,0,1,3,1,10,6,6,4,1,7,1,20,20,50,47,188,188,3,3642,196,9.065802
hybrid_simulated,SYN-P024,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,47,188,183,2,3641,154,9.030796
hybrid_simulated,SYN-P025,3,0,0,2,0,10,7,7,3,0,7,0,20,20,50,48,192,188,2,3642,196,9.392367
hybrid_simulated,SYN-P026,4,0,0,3,0,10,6,6,4,0,6,0,20,20,50,49,196,194,3,3641,238,8.955774
hybrid_simulated,SYN-P027,2,1,1,2,1,10,7,6,3,1,7,1,20,20,50,47,188,184,5,3641,196,8.8629
hybrid_simulated,SYN-P028,3,0,0,1,0,10,7,7,3,0,7,0,20,20,50,48,192,187,3,3643,196,9.032411
hybrid_simulated,SYN-P029,4,0,1,2,1,10,5,5,5,1,6,1,20,20,50,50,200,198,4,3642,238,8.915059
hybrid_simulated,SYN-P030,4,1,0,4,0,10,6,5,4,0,5,0,20,20,50,48,192,188,5,3643,280,8.852011
hybrid_simulated,SYN-P031,2,1,0,1,0,10,8,7,2,0,7,0,20,19,50,49,196,192,1,3642,196,9.063885
hybrid_simulated,SYN-P032,1,1,1,1,1,10,8,8,2,0,8,0,20,20,50,50,200,196,5,3641,154,9.209648
hybrid_simulated,SYN-P033,5,0,0,4,0,10,5,5,5,0,5,0,20,20,50,49,196,193,4,3641,280,9.119474
hybrid_simulated,SYN-P034,1,1,3,1,3,10,6,5,4,3,7,2,20,19,50,49,196,194,2,3642,154,9.344
hybrid_simulated,SYN-P035,1,0,2,0,1,10,7,7,3,2,8,2,20,18,50,47,188,184,3,3641,112,9.133659
hybrid_simulated,SYN-P036,4,0,0,2,0,10,6,6,4,0,6,0,20,19,50,48,192,187,5,3640,238,8.748815
hybrid_simulated,SYN-P037,2,0,1,2,1,10,7,7,3,1,8,1,20,19,50,47,188,183,1,3645,154,9.017271
hybrid_simulated,SYN-P038,2,0,0,1,0,10,8,8,2,0,8,0,20,20,50,47,188,185,1,3642,154,9.189788
hybrid_simulated,SYN-P039,2,1,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,189,2,3642,196,8.877922
hybrid_simulated,SYN-P040,5,0,0,4,0,10,5,5,5,0,5,0,20,20,50,47,188,184,4,3642,280,9.317962
hybrid_simulated,SYN-P041,4,0,0,4,0,10,6,6,4,0,6,0,20,19,50,49,196,194,3,3643,238,9.284657
hybrid_simulated,SYN-P042,2,0,0,1,0,10,8,8,2,0,8,0,20,19,50,50,200,196,3,3643,154,8.995129
hybrid_simulated,SYN-P043,3,0,0,1,0,10,7,7,3,0,7,0,20,20,50,47,188,181,3,3641,196,9.506708
hybrid_simulated,SYN-P044,3,0,1,3,1,10,6,6,4,1,7,1,20,20,50,49,196,192,2,3644,196,8.745286
hybrid_simulated,SYN-P045,2,0,1,2,0,10,7,7,3,1,8,1,20,20,50,48,192,187,3,3641,154,8.881241
hybrid_simulated,SYN-P046,1,0,2,1,1,10,7,7,3,2,9,2,20,19,50,47,188,186,1,3640,112,9.13098
hybrid_simulated,SYN-P047,4,2,0,3,0,10,6,5,4,0,5,0,20,20,50,50,200,199,2,3642,322,9.079479
hybrid_simulated,SYN-P048,2,1,1,2,1,10,7,6,3,1,7,1,20,20,50,48,192,191,1,3642,196,9.052813
hybrid_simulated,SYN-P049,1,0,1,0,1,10,8,8,2,1,9,1,20,20,50,50,200,197,0,3643,112,9.428433
hybrid_simulated,SYN-P050,4,0,0,1,0,10,6,6,4,0,6,0,20,20,50,48,192,189,1,3640,238,9.6338
